hash,id,material
cd6be8ffcf538a39787b72f92e1be2d0,demeter-b,Photo on canvas
b783f625040dfc52a9f7b558bf9735ad,rencontre,Etching
2012a594d020cd38b180a6fed8bed327,berlin-blues-i,Oil on canvas
91c1c5ad2276291bdbbdf1bde86cbeba,north-star-venus,Oil on canvas
c800c7a746db83a43eb370a9c78f5646,the-land-of-punt-i-first-love,Acrylic on canvas
a5cf0967f36916f49a9f22134c9c46dc,in-memory-of-robin-walker,Pastel on paper
291aa821386b941332bc4994a9567d08,carmen,Stainless Steel
82681cd6596e713ecdcd325bcb597818,a-miniature-wheelbarrow-bomb-disposal-robot-guided-onto-a-makeshift-altar-suspected-of-being-booby-trapped-in-a-bunker-in-armagh,Pastel on paper
0659b9cc3356b25c6d5e519af815b280,glendowan-2,Conte and wash on paper
26955562295f91ae3f7f175b001371bf,domingo,Oil on canvas
26988d2939c15dfbdf46ac62d6cc4acd,diario-popular-twelve-days-in-march-12,mixed media on paper
805c0070d5188323d1bf202ef3c3cf53,preliminary-drawing-for-body-of-thought-no-i-bt-5,Pencil on tracing paper
65429161781e4bdcb55d3145f2ccff5c,cirqueros,Coloured etching on paper
0390d28c80f7261b0839adfff00286ac,two-women-parnell-street,Selenium toned gelatin silver prints
9028b4bb0ee5f0d2ed0644ea2c1aacec,between-the-eyes-t31,Pencil and ink on tracing paper
e0567e2471c3e53c4b9e57539acbbbec,menhir,Etching
ef8c5aa3f6bc5a89945e8f04bdca95a1,the-way-of-the-world,Oil on canvas
7d03bf301276137b0df98e4b10d56e42,oxford-street-shopping-in-sale-time,Wool
58a9742a13f44d0bd9302d8b2632341f,divides,Thread with charcoal wash on hand-made paper
551546e9087b19453da7dac1556f7cb0,helix-virginius-from-the-snail-chronicles,Etching
03b8db266e35009ccdd69f156cec4335,anois-teacht-an-earraig,Xerox pages
9fea0044a8665d297955a8b5396de2cb,rock-drawings-12-rock-drawings-and-one-photo-piece-and-certificate-in-portfolio-case-bound-in-black-buckram,Screen Print
5bbf911bda140d9dc2883458d4e64a5f,double-knot-knot-painting,Oil on canvas
ee5114c1eb1e3dcaecd63d549f391caa,the-path-of-distribution-point-of-light,Photographic print
607d65b280408f87adb3f4810fdb951e,the-troubles-an-artists-document-of-ulster-14,Archival cibachrome
be8a98569996fe2c10fd367f3f115e13,rising-of-faust,Oil on canvas
c559ef67915de84206be8a1e332a30d3,p-i,"Books, four playing cards, metal screw"
4b2e257d0586cd6e290f8290de04f1e8,ceramic-bowl-round-body,Blue nickel glaze and iron glaze on white earthenware
7599d55703956aa73c3261a293087932,untitled-120,Conte and wash on paper
782bc94043f02fb74f2b852cbad76a2f,azul-en-trayectoria,Etching
6547dff9e4ed3ccdc7bd79b7a3e70900,untitled-10,"Intaglio, embossing, carborundum and hand applied 23.5 carat gold leaf"
90bc8d71d15b1ca5822a9bb4dd7e61ef,a-model-for-a-project-time-point,"White sprayed metal sheet, mechanical movement &amp; audio tape"
6617bf032542dd57f99a814d5dbc85ec,dark-mirror,Two-channel colour video Installation with sound
4449361bf69433dc8c6b38ceadab2f6a,untitled-keyhole,Stainless steel
04a5fd8985c2487bdec348eb51b544d6,liberacion,Screenprint
da375a3732483997ff1535c39df4ffc0,dublin-1,Photopolymer intaglio in two colours on kitikata paper
1699f9a0f2d50bad4a51820a18af6cb5,opus-1-no-16-group-ii-the-childs-brain,Oil on canvas
1090b0ec109db4f0e13a1e6a761a0810,finn-maccool,"Heliogravure, lift-ground spit-bite aquatint and engraving"
5b9fce0514c04f42f0a58e115b9d471d,il-trovatore,Oil on canvas
7268357605ea856d2e532f724e03dedc,homage-to-1984,Acrylic on canvas
6186a70219f304cb4b462179342e7489,spear,Steel on marble base
3dd10bb846472d867849059c8c9dfe75,group-shows-cut-up-the-group,"Modified photograph reproduced on photographic paper, and printed letter"
94a0fe2a592bd803a91ca886a17c5fe6,the-family-4,Oil on canvas
6bc1011400b6fbc57f20a172bd390044,nude-young-girl-standing,Wood
5994dbb98b13975be2eabb4ef30ee776,ul-mazowiecka-131-krakow-may-1973,Unique photograph
e7cf904ea1d31610d9385f8cafdbd6ff,the-unhung-painting-museum-ludwig-koln,"Stiff wrappers with title-sticker (softcover), unnumbered (94) pages consisting of xerox prints, 5 folding colour plates"
83b2190529d203d5b88e2420f30d9634,winter,Oil on board
af3ace304cc7cb1a13ca96c3b3e3d794,vintage-rural-california-town,Gelatin silver print
b8e79a9b70e217d0439b5e27016579cc,yanks-to-the-rescue-time,Oil on board
0e6fdc5ace4882c86f5d0bcaa3f7f086,the-troubles-an-artists-document-of-ulster-36,Archival cibachrome
b829d7c62595f5143d043818ab16daf1,american-girl,"Etching, aquatint"
9c92169be1491c302dabeed91415bcfe,untitled-birds,Gouache and pen on paper
611d84c405f41b4333caf27fc9634ff8,earth-shelters-i,Carborundum
8cf34d6dab9a2f1a3d4482486d93bd56,tomorrow,Oil on linen
7ae14cf2410004679ef0d75d700679bf,camac,Mixed media
b54fea0da58ea07d33b276e0948da057,wintry-field,Gelatin silver print
46cb7782cc98f2f9eddda2b53bfff325,meditation-painting-28,Gold leaf and acrylic on unprimed canvas
d0b4e38e2d1b60d4c73881758157e561,el-manco-de-santa-ana,Lithograph
c0461157f6d388c504c3178c34d7397f,nightpiece-from-pomes-penyeach,Etching
34d0bd33776d32577a3686151f5aa096,the-troubles-an-artists-document-of-ulster-61,Archival cibachrome
ed86fa0a037d655c8bcca34e679f609f,el-sueno-de-la-libertad,"Etching, aquatint"
69820bfeb3cc509a1160ed903ebab1a4,too-dark-for-night,"Super 16 mm film transferred to video (colour, surround sound)"
c68dd2c10bd6e9e8ea922772adbd1f61,the-traditional-singer,Oil on board
d3ca77499a25e57e13063829171bf462,fermanagh-bog,Watercolour on paper
20242ffda9cc40e1b7b52a4c602fef2f,poem-for-a-jug-no-11,Oil on canvas
e6718cf0cd95ed62d9b2caecfe63410f,standing-stones,Acrylic on cotton duck
0fd6e390d991b3c08cb04b77d97c82a0,blue-curve,One colour lithograph printed on Rives BFK
265a140ca2a216cb2e03720f5144e727,twiggy-before-a-painting-by-bridget-riley,"Large Format Silver Gleatin C Print, Ed. 5/9"
11e71fb74a3076b83b6439a962164a50,permutation-series-2-8,Serigraph
1008801d1c1e383339cd761e2a2dd92f,bicefala-bipeda-y-bicentenaria,Linocut
60c82057fb8acf1273356a3eb6b4b61e,portrat-2001-a-roters,C-print
d3cdaacd8b595bc3de6d2410b1ddbd00,orange-field,Oil on canvas
d47aabf4a7dc9c350c01ed92298d75b2,habitation-waste-inhabitants-waste,Mixed media
ee7f9fa006e472d41661a1ddd8ac4e34,untitled-88,Etching and embossing
055bca83a00649519e4d565debdc9484,unknown-4,Black and white photograph
ee8453326604b7588132ff21cd03005a,un-muerto-no-quiere-celebrar,"Etching, aquatint"
eae3099a9bfc8bb426a1389e10d72bfc,edward-and-mrs-hopper-in-their-home-truro-with-brian-odoherty,Black and white photograph
e8c28e8711c80ef6fe3fc2d612ae2eb8,orange-oak,Mixed media on canvas
bdf342de83365b5e317c0b45f444260c,vowel-grid-ogham-series,Coloured ink drawing
43e650b5f85b0bec43ddea1cd151446a,frequency,Oil on canvas
f178cbf2516886b21fca57ed2c27f7ee,head-of-a-naked-girl,Etching
214058017c45d8da06dfa0d3cbd14ab7,untitled-101,Screenprint
b85321ce4374310a95c6badb72ce5f9b,the-troubles-an-artists-document-of-ulster-33,Archival cibachrome
286c86f06bb40d7475640370412675e9,mitos-y-leyendas-del-olvido-iv,Screenprint
fc69fcb9cd75cde5dd37c494ddda45e5,the-tain-chariots-2,"Aubusson Tapestry, Atelier René Duché, 1999"
67f5589604d49f72345ef1153d8fd405,white-shoe-box,Oil on canvas
b7d90fff8b3a20590c82d948b7e111cd,the-rape-6,Oil on canvas
425ea290f3223b499a464050f269c303,the-hudson-river,Artist's Book
a708cc121e0f3897d94d13d1f88b4105,morton-feldman-brian-odoherty-and-barbara-novak-at-the-premier-of-feldmans-the-rothko-chapel-houston,Black and white photograph
8350e5a3e24c153df2275c9f80692773,"",mixed media on canvas
c156ab554172cb7308304ec0fb720875,reflection-self-portrait,Oil on canvas
1a03101e10bcfb1312ff7fb0da827ed9,odeon-vi,Lithograph
a3f0d50f0c6deb4dd4bc608c796ddb3d,abstract-no-5,Gouache
34868cc84d694936d3955ae01a42d7b9,mirage,Super 8 mm
dc3d348aea9fea6898f2dbb103b439f0,viviennes-father-killybegs-1979,Archival pigment print mounted on Dibond
0f17e829b03cfdda4ab453385a36fd94,stool-with-press,Screenprint
d9e9a5b8ec5189eaee67faddfe8952f0,barrel-construction-for-declan-mcgonagle,Oak wood barel head and staves
c48435a03fbcb920a65725f6f54ccc4e,diario-popular-twelve-days-in-march-2,Mixed media on paper
6873777455a90b8983f7d7b8f3cc0158,deposit,Silkscreen with hand colour
3a5817395c80460fb586fb96a6ed9f50,inlaid-stoneware-spiral-with-fawn-feathers,Stoneware (clay) and feathers
a3d356dc6b0ed1a7ff680c0fae40f6cb,nevinson,Conte on paper
da46b5a47a120e18c416a2dd5d1b2923,persisto,Screenprint
e0105b92095eb74fdbdb74d3f2fdc39d,undercut-riverbank-yosemite,Toned gelatine silver print
9684b1617909a0f59e36830f5786dfdd,there-is-no-estrangement-between-you-and-the-machine,MDF and Autopaint
0b6a0987795242f726f3341cb9876996,journey,Oil on canvas
1f1c577e7114ecca72e624d4fe328e2e,herencias,"Etching, aquatint"
9d7e935198e453d67a87394b3fd53055,unknown-1,Black and white photographs
66154380176c8bac7e4a915f50a8f415,below-thomastown,Oil on plywood panel
135974d82673ad6a9d17c21272707575,alma-libre,Screenprint
48745bb7945adb19c78368180c36a291,the-ghosts-in-the-morning,Pigmentprint on somerset satin 280 g/qm
81177d1db0d6c5104a4293104a81cb10,the-old-man-and-the-sea,Screenprint
b041986adfb3b7d95908294519eebf91,yagul-light-of-the-leaves-12,Screenprint
ee9ffd65db06464fd0b067632665dd50,naturaleza-muerta,Lithograph
3951bdd650017823f78b3dcd137f3258,reformatory-girls,black and white colouring pencil on rose pink tinted Canson paper
e99408b3cc0c70a34cf20767545bf7af,abstract-diptych,Acrylic on canvas
94c7094cc33de25fccfebfe3ced2b0b2,flowers-at-the-foot-of-a-wall,"Ink, watercolour and pastel on paper"
09e0142346d3992509268e675529e1f5,titians-robe-2,Oil on Aluminum
d9ed9caf6f71c3615362a589de175908,the-tain-pillow-talk,"Aubusson Tapestry, Atelier René Duché, 1999"
44d09eccf113ab44d1d9eba9c6e7b900,beneath-the-bow,Irish oak and corten steel
2c4b22c94ea52b8dacc54597c13c8472,woman-of-the-burren-woman-in-burren,Oil on canvas
7a6cf418c9351cbad2ddd2a9be5b210a,tanya-grosman,Lithograph
8053e59a02831d74c4cfb8b89bfc009f,composition-with-ornamental-fragments-6,Inkjet print on photographic paper
6e3eb7f3a772ddc7c5f00ef1b4aef0d9,island-memorial-park-allotment,Selenium toned gelatin silver prints
75a5299773a932b56ae2a2ebf7acc1e5,dont-mind-me-im-from-the-new-world,Oil on board
17199171f61fac6edaa9d2f24969c6df,wings-of-fear,Ink on paper
f6c4dca8b6b2240238eb02cb1032304c,raincoat-drawing,Chalk on paper on cloth
3b80e3756c858b10b9e6df682229edc9,untitled-miss-omurphy-series,Lithograph
ded33e4fce7acc0ad166d22b4580a7fa,the-sepic-river-as-the-sun-goes-sleeping,Acrylic on canvas. Mixed media (card)
b672ee4062dea299e079af06b18187a3,head-of-an-irishman,Oil on canvas
775c6aafd9dab5ec4b9ce3bcc156158c,noche-en-la-ventana,Etching
b18d31661b7631217a9bf63e1f09fa40,los-que-miran-el-caos,Etching
8690a0a4610d414c2a2edc0094c31ad2,blackbird-bird-table,Watercolour and gouache on paper
35aace4a8b529a9fc13df12caa757c3d,vinegar-hill-from-bree-hill,Oil on canvas
a9c07230a249336bd958ea6b8f7ed2da,secret-people,Oil on canvas
c0925f66ef56472af9987778002b9106,after-piranesi-iii,Sepia ink on used ledger paper
393c03cbae7d732954d1a2d2fa7e19e0,red-rhythms,Acrylic on card
24014e4c5834acc524063f67019a15cd,the-new-yorker,Etching
80972eee420646ec50cf9d98bd4a88c0,image-of-anne,Oil on canvas
b5ecb386468d6afca2d418acb237a7f7,goyas-gaia-16,Acrylic on board
6e7fd74b80111da60088079f817d21e7,paul,Black and white photograph
2a1b6068ad0e5b084af5b24308c68068,autumnal-landscape,Oil on canvas
d342478c6984b877cf7e88458b2c11ed,manhattan-skyline,Plastichrome
fa593a090620c254872e141647cd7db6,e10,Ink on paper
a1475763343570bf0dd1279902fcb57f,isolation-ii,Acrylic on canvas
f4147840a281c6b8fe1ef66e4259191b,white-roses,Oil on canvas
f85353ab8f616cf2caf52542d75b1e4d,blue-crucifixion,Oil on linen canvas in 3 panels
9e5a6db12259fad12bbafc0c5787d7ee,the-would-bes,Oil on canvas
752e24fde556b2cbf69b4d4e69096ccc,enthusiastic-supporter-at-vanguard-rally-protestant-extremists,Etched on zinc; printed in black ink on white German etching paper
ca5401e1ed176ba3d04c77cebabe263e,baggot-street-series,Oil on canvas
0a2218a9421092c734bdf5a34557b8cd,festival-dancers,Lithograph
0b78132fedfc239176f53e74c0e0395d,sounion,Oil on canvas
d72f7188ee7a1ed6fccbc5d24f126c22,untitled-54,Letterpress printed in black on white art paper
6d100f2e24e4ab0953f8d3cf884ad592,arcady-4-1972,Silkscreen on Irish linen
d8cf72bd257a1ae883444166bc6d6394,bone-box-water-etc,Plaster and perspex
bc705ff676918d8620b61300f63b51e2,between-the-eyes-t15,Pencil on paper
c687899e77a6d4020f5af9c28312ebb0,cape-siren,Mixed media on linen
8f176616f1186ff72cbb8e5a1faca371,billy,"Laser prints, gold and silver, acrylic on wood"
e0017b2400e17049cc9882f846a9822b,my-sisters-coven,"Fabric, metal ribbon, ceramic plinth, wool"
741b97425b545985035257593f16ccc0,green-room,Media wise - lightjet print on Fuji Crystal archive paper
e97d8cdbd614cc3a34da7edd305fb102,attack-god-rambo-campaign-london-england,Unique cibachrome
cf42d1da3086c2d6951a8a50676525e0,donegal-seascape,Oil on board
2500b468650aad7726762091d83adafc,sea-blue,Pastel on paper
967187bfe5fc8f32eedae2c992cd1945,plovarious,Oil on board
e1a9aedde0fb8524a47c66f504362b9f,paula,Black and white photographs
92c650cc44fe179e87f7f7f9e730db34,the-troubles-an-artists-document-of-ulster-67,Archival cibachrome
f6eaa707ebd057ded123373ae68e3405,porces-and-chariboea-laocoon-2,Oil on linen canvas
d182a845ca276c4464132cdc82d50166,serpens-ii,Lithograph
bbc31b6d56e5159f69b9cd4eb6e1cec7,how-to-make-a-refugee,"Single-channel video projection: colour, sound"
5d73d9cd010b6d675896a0dcbebde5c3,suspended-forms-triptych,Acrylic and collage on canvas
1380f594c0507270a349a64acaacabc2,man-in-boat-2,Screenprint
63d369c3d81e41e5590431ad6c9dc33f,letter-from-napoleon,Watercolour and body colour on paper
fb10b452cb4504a4d6ee031f21664a36,untitled-red,Etching
12a0c7042a06a720e2a6e9ee0dfc7ce2,seconds,Photos and text
2026f2363a4759d0e600d443ab01af62,remains-artist-supplied-master-hdcam-sr-25psf-000800,"High-definition video (colour, sound)"
de34009c16f374efa3e435e3e109ea3b,untitled-16,"Digital ink jet print, with Epson pigment-based inks, on 100% rag acid-free paper"
99d3231783c39812cae309e146a5c586,diario-popular-twelve-days-in-march-8,mixed media on paper
bd384134e71da9e00d117e1225d7d81f,untitled-107,Pen and pencil on paper
c927dec79d70633cc21ccd75884622d0,untitled-213,Archival pigment print on CottonRag fine art paper
ae6d8ee2b145ca17204186a9fd9ccb0e,city-in-red-desert,Mixed media and metal on board
4e65d240d918b2e823165c15fd3a6933,shoot-out,Ink on paper
f9ad6105c5b86e41d1922244674028aa,a-prayer-pomes-penyeach,Etching
ab7c43fcba1231d3393fb54263b778e4,brian-odoherty-at-home-new-york,Photograph
dfff89979169242ce44ef63b19fd45d5,seated-figures,Conte and wash on paper
4715f8784629eae2f29a18037df30961,untitled-66,Oil on canvas
3cc210c7ed98baadeb074eb5688eda4a,apres-la-guerre-5th-september,Oil on canvas
20c345e9bedef263799e80f84c46ddef,suddenly,Oil on canvas
0a606c8853c4ce7ee9554b50ad2216b0,st-brendan-discovers-the-crystal-pool,Watercolour on paper
a4d15fb89262f559c362ed887d2bf99d,flowers-in-glasses,Print pressed in 1946 to accompany a limited edition monograph on the artist
a7eb9e44a0c9442d0b5357a756eea734,salammbo,Cast red bronze sculpture
7c3c22764c9504d90ab7a9e4fcb6e1ed,detail-kiva-ladder,Palladium print
b63fdb8e4cfa059c974f27902acb06c9,los-barqueros,"Etching, aquatint and bow pen"
b0435b8bbfd58e4c9bdeda05d1d39bbf,torso-steel-7-stone,Stone and steel
e980702d94f56e2e41184b8d2c5ea319,ray-drawing-for-optical-sockets-two-observers,Pen on paper
9859aa9ec5c8290ca2d6fd481f612043,rain-ii,Oil on canvas
e84fbb458e288d8f5d66bd8044ce9600,icarus,Bronze
e722d9512756627e2f3d49f001f5390e,the-troubles-an-artists-document-of-ulster-55,Archival cibachrome
0ce5122dcf594be034bc7bccaaa31d45,john-clancy-rehn-gallery-brian-odoherty-barbara-novakand-lloyd-goodrich-former-director-of-the-whitney-museum,Photograph
210bf308a2549f4206112a523a38f8e0,the-memorial-gardens,"Video projection, oil on etched-primed aluminium"
985669d6ac1d43e44a386a396e50ce23,once-upon-a-time-2,Oil on Canvas.
1b6e2e954f59eccf10943bb0ba69a88c,rustle-rose,Coloured pencil on paper
330068e00aa8ff7a39f9aaba2f06c40a,liminal-10,"oil, charcoal and ink on paper"
bec5b7a6ab43ebd5e7f2ae26e4e645ad,limestones-cut-to-a-specific-size-from-rough-blocks-150-x-50-x-50cm-split-into-parts-and-reassembled-into-their-original-form,Limestone
641e0d7cd8fed3c8d4d7d8aff97635e7,morning,Oil on board
901ec18b20722874d294a910067f18ad,waterfall-mirage,Acrylic on scrim
ecf666ce414355b61aa1fa76035602c7,the-white-road-to-the-sea,Oil on canvas
4dda1b2f5bec4e8e4b95cf63593a87ce,using-the-camera-as-a-club-4,Etched on zinc; printed in sepia ink on buff German etching paper
ce9be9b1fabb98d0546a142606770627,maquette-for-dockside,"Forged and stainless steel, aluminium, cement"
4d71fba5ae3a1954f9fe383dbd330550,landscape-with-declining-sun,Oil on canvas
18a919a54e43af9d12e5a25a80872b46,nail-sewer-legs,3D Lettering
13baf22840a9858023be91f9ae78e5a7,orange-weeds-and-white-water,Oil on canvas
61ff45495379c2368d43a96acb31bd54,no-more-storms-in-75,Color photograph
607a2fabc0571fb684f80ad9f6b75f4e,october,Gouache on paper
a0d4f80cf52c3fe246403e9eb9dc8f32,retrato-de-viaje-de-mi-tia-consuelo,Screenprint
a676aa09003bfe2a6008abc8306d5522,winter-lines,Oil on board
ba1232af312f255884bb666a89b07094,the-troubles-an-artists-document-of-ulster-80,Archival cibachrome
d494d0af226a7e156d13561aa4bdc762,paradise-omeros,16 mm film transferred to three-channel video
e2dc7ae1c83e1b756896bbcbe21580be,soldier-behind-shield-northern-ireland,Digital fibre based print
e973d4feaa9fc431bee226febf4a76a7,kate-at-the-piano,Conte and wash on paper
734629a092de896ca50707b68fe215f1,anne-marie,Black and white photograph
13cd43524670f5a1a4a0989ae3cb6584,breakfast,India Ink Wash Drawings
c423731169fdafadf3f8f9c631de4a26,ness,Mixed Media
a3be13c78eea882c92c8692bfe434b41,grand-coquillage,"Tiraze, no.10/15 High fired ceramics, brown glaze"
ac6c42be5237c6ba897f5661b136c708,there-were-so-many-doors-too,Six plastic pockets on board
8680b69eb2ca7ed85163701f8e0f3afa,masks,India Ink Wash Drawings
faccb0d950a1c86b7db0476532eafe62,pray-for-more-campaign-stuttgart-germany,Unique cibachrome
e4ffd6bb22e797e51a3e3686c6f6264f,vivienne-in-the-green-dress-new-york-city-1980,Archival pigment print mounted on Dibond
bd1af0760151552467ab569ad3a205b2,ireland,Dye transfer print
3b84e5c8b7c8583bf2763f0fe03ba95d,between-the-eyes-t28,Ink on lined paper
fe89cedc6e5e6bf216ad615e05133096,self-portrait-reflection,Etching
ffb34133c8ec6d2074d85c810750c5de,sunset-journey,Oil on canvas
16572b21ef9c8bb8168165e45d498e53,patrick-hall,Oil on Canvas
d0dadd08ef1fd8219dedaf32b887e0e5,in-the-brothel,India Ink Wash Drawings
26f2acfcaac09e85509b9a354c8b74f9,polka-dots,Oil on canvas
ddd1bef7a9ee09ed4725aeb0d567d124,psyche,Two-colour screen-print on anodised aluminium
c1f9389bf4a37c1e9ab15347a0fa25a7,mask-tv,Oil on paper
4409b5863b1f600ca3fd60ef65066813,almuerzo-de-medianoche,Etching
df402039fa7cb0baa425a3aa6eb1e6a1,annabel,Oil on canvas
87b3e4267ed8bffdb91321b4ea19048e,the-new-house,Oil on canvas
b435a4313d9ffe74c3a90e963bf26455,i-only-want-you-to-love-me-bujar-and-megi,Lightjet print reverse mounted on Diasec
225e786964cdbcc7091a20c2912d4df5,sometimes-i-imagine-its-my-turn,Video
401785ca46299fd70b65e6558b5684d8,before-the-appearance-of-the-first-steam-engine,Video
47150f6eb6e8cc001db213e8143fe748,fourteen-points-of-entry-vi,Acrylic and oil on paper
28530fe36ceaa955042519a0c71eb994,background,Projected slides with synchronised audio narration
d44098b614d00e70edab37c39df2c215,brittas-bay,Screenprint
f203203e1b63db9cfe7869d98b0fa4df,melt,Oil on canvas on board
486a065b6da08df23d19e7159b9705c1,tierra-y-mar,Etching
ffe7abeed36f12f84ca82e074ce43928,monochrome-ribbon,Monochrome etching
bd2b06c9954a645f6857399583b8bacf,floor,Correction fluid and ink on graph paper
d4145e3ac75de63a4c85f71eaf5fbe25,untitled-60,Correction fluid and ink on tracing paper mounted on graph paper
681655b2ad992b35a4350b474b2e7dea,swarms-the-moth,Oil and collage on linen
aab8e693dba3f11c77c9480d5c3cab67,search,Gouache and collage on paper
4ce64b53dc4030a79e465f4a18d3ac24,recapitulando,Woodcut
8c71744e58c7418a0cd3a3614f371798,farini-church-hill,Conte and wash on paper
569a029de044d56d021b203f1a8fff85,studies-for-webs-backlight-series-i,"Ink, pigment, acrylic on paper"
9df554744e96388875b80d64ea40e4a7,performer-takes-a-turnthe-mathematician,Oil on canvas
23ed5e25ff9f44af7fdc0ee70600252c,working-drawing-for-body-of-thought-no-i-bt-12,"Pencil, crayon and ink on squared paper"
799f9ee529004373ce828b94db8c5f2d,bird-table-st-martins,Gouche and watercolour on paper
80caa665e66eeb47096d635c0b8d2557,shofar,"Etching with screenprint, carbarondum and gold leaf, gilders rouge, dutch metal"
db6409914b289605d0012dfbe0a7f84f,thunderbirds,Screenprint
7cac34f7fd3cc440f6aee35992bb81d4,cloud-no-2,Aluminium sculpture mounted on marble
6b60811415a23597b2b978d231d1a889,the-wild-geese-ii,Oil on canvas
52bf56e74ce3815876a2fa421340141e,untitled-35,"Etching, aquatint and intaglio"
a7acea4e87e0796cb423c6bd2380e235,red-earth-iv,Oil on canvas
ce7e57749682e460dd87f74e8d436188,people,Conte and wash on paper
87207c433a6a165bacbca0829c4525dc,plans-and-ashes,Oil on canvas
e311741e20e8a83532e53c6afc50227c,red-1,Video
62428f0d27f947815b78b8c02ba2ba3c,verge-2,Oil on paper
7a87a0d7589f9200aef5b63a579f7745,elefante-en-encierro,Screenprint
5403c43018551564484d1f7d4866d5c0,bethany-drawing-4,Pencil and coloured pencil on paper
8434d261a889619a74fce1c34bd3fbcf,angels-of-sarajevo,Poster
fd5a8ac5a502bcbc7dd0b7d3c7086c38,standing-about-doing-nothing,Oil on canvas
5900aafa7590e9db528b72e049431f12,brian-in-the-light-of-experience,Pastel on paper
0e0ca73850200e6e76c4ba8becf7f2cb,between-the-eyes-t25,Pencil on paper
f674b078cee28c405ba0da08cb65edd6,morning-theme-untitled,Mixed media
3c82de56c4a1d951e253b17e06b40f76,sunrise-2,Archival pigment giclée on Hahnemühle Archival Fine Art paper
f682155a182d9677c6f7287ed6c5a605,untitled-29,Etching
1e280cf55faf1cd1ba036e8508eb79a8,between-the-eyes-t3,Pencil on double sided poster
08beeae7638521a8e0ade7c90f1ada59,liminal-8,"oil, charcoal and ink on paper"
ea44be4f35783cca7baa19ebe135ebf9,bag,Gouache on watercolour paper
e9c291f6cfb555e597dde4e7fa13e460,idyll-am-quai-hamburg,Gelatin silver print
045c906d67f0353dac739764887fa9d4,pigeons,Watercolour
2b1565070824a82cd15180da6ce0aef7,the-walls,Black and white photograph with text mounted on masonite
2a0e8f81e69ea4c914571275985aa498,ombre-v,Charcoal on paper
6afe6b1b606c1ea86e0917f692546869,pathos-of-distance,"used furniture, plinths, digital photographs and texts"
0034d1443fe5f2ddd321ab3249097194,la-patria,Lithograph
24018d60e6d0f5fab77be7baa03c5aab,fourteen-points-of-entry-vii,Acrylic and oil on paper
15a906557a495c87fe24a49f3b7a0997,it-started-on-the-c-train,"Wall installation: wool, tacks, approx 150 single pieces, partly crocheted together"
13971628453552ff605e191affc91c84,waterbased-iv,Carborundum
882a1ef98315ea45f177682e255a211d,united-field-painting-i,Oil on canvas
e63d1ca4c975e4c998ebaaa19332a323,yagul-light-of-the-leaves-2,Screenprint
93b6fb1abeb70f1d023178fee10bc131,potato-spraying-aran,Brown pastel
4a5d0ce0017fb9f9df71af452901df7b,portrait-of-lucian-freud,Bronze
9c8e8fb4b34daefce93253e593e84657,yagul-light-of-the-leaves-5,Screenprint
aafe8b95795f7de4fadbe1db3975daf7,blues-ii,Gouache on paper
9389194cb1e8aad3a8db25a5a623934e,transparency-hybrid-viscosity-communal-table-v-00p,"Dexion slotted angle, Eames DSR replica chairs, acrylic, protective film, Raspberry Pi model 3, cabling, cable ties, USB power supply, Optoma GT1080 projector fan, video content, Harris citrus infused polythene dust sheet, TP-Link Archer Wi-Fi router, LED panel, solid state relay"
33c8aa47b5ebb6a9c8b84e2c2f41562a,two-sided-movement,Screenprint on vinyl and vinyl grid
fe0481385898fc8302c661d30ea814ab,alan-tate-tony-hickey,Pencil on paper
9b65fd37366c923200daeb89e988968b,a-crown-of-thorns,Charcoal on cotton canvas
8350e5a3e24c153df2275c9f80692773,"",Colour etching
5094cc92db814a46f1b26fbabf4980e5,untitled-94,Gouache and collage
739c50de4290855cee6edc8151f77dfb,vivienne-at-her-mothers-grave-killybegs-ireland-1979,Archival pigment print mounted on Dibond
b9014297adc2c0e6b39bffdc6fed7f5d,window-iv,"Acrylic, pencil on canvas"
27bdfaad2048520911df974b17b82acc,strongbow,"Resin cast, plaster mould, Sony Art Couture monitor, audio equipment and speakers"
6d1f112890053c3e04fc297251c44e11,untitled-iii-jan-june,Oil on m.d.f.
38c93018eb46fc6a2ea1a6bf668fee41,door,Video
ee879a3c5d2297d4a52a212bde1ea819,sail-over-right-arm,Etching
55f3aef395d221fca80c99978d2a3fd5,the-only-good-one-is-a-dead-one,Video projection
0d492bb98344f08d7a4a808c926e3cdd,city-walls-ii,Carborundum
2961f47afb400b6dffd6f6c5d3a492e1,new-faith-love-song-score-1,Ink &amp; Pencil on Paper
d4784b6787665542462bb54b07de5fab,between-the-eyes-t22,Pencil and ink on tracing paper
2534e3c3d1b6548c8539abfc8c112737,cloon-project-record-of-an-environmental-sculpture-project-at-cloon-co-wicklow,"14 photographs on card, tape, varnish"
91840a1304bf3f3e5a2d3d0d9944c776,the-site-of-the-stolen-painting-lissadell-house-county-sligo,C print
66f676bde8f66fb07b87d81c78a5fce8,empty,"Video (colour, sound)"
c998601edfc8a843244c3523b7e474ae,bowl-ceramic-ovoid-body,Iron glaze and iron oxide on red earthenware
27bd02c944fc6046666916ada82e7c08,untitled-135,Print
1dcdece2e8439b6068625d14341087f3,island,Lithograph
9686809603e19d60bf5075c81ffab934,diario-popular-twelve-days-in-march,Mixed media on paper
