hash,id,material
45268fb866a0162ad95abe8dc063008e,chant-down-greenham,"recorded on 1/4 inch analogue tape, transferred to digital format"
c868ae7b985220efde2bd9ddaf584a28,untitled-33,Photo-lithography
47d5955ad80bc86ef52168d862077c62,bronze-by-gold,"Soft-ground, lift-ground aquatint, engraving, scraper and burnisher 3 blacks from 3 plates"
a5d899d6385deab0adfd4127d88d49e6,trapezoid-studies,Carborundum on paper
10de1b7c2cc2c31ef7f949eedf18ac95,breakthrough-no-iv,Mixed media
1e0c048403c3c3e62211663bd4597112,all-in-the-mind-despite-being-drawn,acrylic on newspaper
2f85476c3c79b1bdc9714cd6dde3319e,yagul-light-of-the-leaves-8,Screenprint
1d97c323b914c07c950428d57802b482,all-things-being-equal,"Video, silent"
1e7ee5f0816d066a940da4939336dbd4,the-joker-gorokhov-ii,Boxed portfolio of 48 offset prints mounted on cardboard
b30ce14dfb9a3019bde6bbf5ce8460ad,january-field-71-mixed-media-eanar-71,Gouache and collage
cd6bb865ae5c2a1110fa0701c993f903,burren,Graphite on paper
7f6bafe3ad23eb10c8e818014148fe90,natalie-and-amy,Black and white photographs
efb00629fd2efbeac337cd2804fe77bf,print-collage,Mixed Media
76d2919ddce73edb50ff7c161a9a83d3,pass-by-in-silence,Watercolour and pencil on canvas
9cdd9a3a3532fe5df3cee18221de12f0,porn-foliage,Charcoal on paper
1ff7cbb8991581b4b4441292099f7cf2,untitled-128,Charcoal on paper
ba072dfc89858f300426a30fece20c0e,two-bottles-state-2,Aquatint Etching
f94329acff591870330d618d21438a36,pull-down,"video, black and white"
d80f4e0218e4918a1fe6565e41f4e711,cleric-and-swan-by-grand-union-canal-london,Wool
285baf0f5ff236aad8cc4a08ad4e5891,soya-iii,Colour etching on paper
2104b056d2784fd5f44e61e2ebf341d5,untitled-floor,Correction fluid on white paper
103f260ff4666e4d67d83b480548add2,columna-y-torso,Screenprint
11f938a29f5bc230b5c208c00eb5ebd4,etruscan-cinerary-urn,Oil on canvas
d0750cfac1933b8677e931d228f6cb6a,untitled-55,Printed letterpress from plate in purple on pink on cream paper
7e096777614c2d62026d7ff4262ee776,black-painting,Acrylic
58bba178f2d79ea0f267cd189368b388,aisling-scariff,"Pitch-pine, red deal"
9a7d469a1a0a88e24e9fa4f4331074d8,la-nature,Ink and collage on card
c7c309a0716e474ae8e82e126da067b3,prim-proper,Mixed Media Photographic Print
9678b35aa802fd3a0e78b5c0b84b3e42,beneath-27-b,Acrylic on cotton duck
46c87aac218afa53339b7af04d6b440e,portal-5,Black and white photograph
4fe8bf5cf168915e07f63728233de8dd,loiza-la-aldea,Screenprint
8a8b650d9789a5dfd9ab60d07d981caf,liberty-on-the-barricades-after-delacroix,Acrylic on canvas
14e7c1e10199cb63d85f857865592d6c,sams-art,Lithograph
2dc4af439d01bf74d9e4f5c0917115ae,dublin-eddie-rockets-blackrock-and-rathmines-1993-f60-p27-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
fae69b76bbba5be79202e45604dc6f2a,amarillo-al-cubo,Screenprint on perforated paper
fb90093dfebb6c2c328b67140ca10834,the-tain-chariots,Lithograph
ed66174f75a811771ae167bf5f71249b,the-tain-chariots-charging,"Aubusson Tapestry, Atelier René Duché, 2000"
6297002bb7518e0c1f7f661b22ec3253,center-decenter,Digital printing on PETG plastic
88d0bf73413193028b128dcb7b1f2735,still-life-brown-with-black-note,Oil on canvas
426491506834a69cbd3a5b8c12b53067,chinese-landscape,Tempera and gold leaf on canvas
e7b60131ff14000924c803aa497a1d3d,robert-towne,35mm film transferred to video
10966b1812c3a3969160100e11b98a28,fourteen-points-of-entry-xi,Acrylic and oil on paper
35629bfda0e09b0c4e390d39999b800b,untitled-6,Rotogravure and etching
a92308eccf9aef0ec22207e4b71e9686,ch-26-sub-commandant-marcos-the-friendly-terrorist-after-r-hamilton,Oil on MDF
6b2ea616ae618d36e71ec550774751e2,mediterranean-night,Oil on canvas
191d9ba9ad39943367a4900f315f2492,queen-of-torments,"Cibachrome photograph, bronze sculpture"
5aec4f67231940e58a43e0c830dedc15,untitled-106,Royal Lesotho tapestry
6a0c758bbb0f8d2ac6bb7a5829442d16,ii,Colour etching
8ee02dc3a1f218afc6bcc718d42f25d8,ganga-2,Acrylic and oil on canvas
ae2eb10864cdd89a62d79e5c9c170151,untitled-80,Oil on canvas
18f00743d8274885ba25cd9fc49e063c,pp-13-18,pigment ink on paper
a6bb969858a5fa279d8928492ee16207,seeker-at-the-door,"Clay and mirror in black wooden box, electric light"
0ee495a43757652490bb63131b4fc9d3,aunt-biddys-flower-pots,Oil on board
285b9d0c060a7a5bfaef9349f1d0d941,crucifixion-2,Oil on linen canvas
6fc385eca863e2bc4bf6e5f740619212,horseman-and-birds,India Ink Wash Drawings
0f319ac92597b864d1a59e8f432e4e29,sixteen-rotated-forms-i-ii-iii-iv,Acrylic on cotton duck
1e1af96cc1af5f03e223c6956af83bb4,cliff-dwelling,Carborundum
8b049ca12588d2a8ded84b1db1437342,botanical-gardens,Photocollage
b3ee6512fa754082a37d289f655f5ecd,a-flower-given-to-my-daughter-pomes-penyeach,Etching
c84f0ba9c45ac0190e1da8780e59bb6f,concord,Silkscreen Print
e45b952fe22e27efc7f7535a83cf32a6,young-serbs-vesna,Lightjet print reverse mounted on Diasec
ec1339406a552bff3180937c9d8e4be2,between-the-eyes-t9,Pencil on paper
39423f6253f1246823847c3c909afcc4,rustle-divide,Coloured pencil on paper
7ff8c0a470d50e998e97463047ebce61,terrain,Oil and acrylic on canvas
e5c88a59c888c5861fb75270015e7317,habitation-1,"Plaster, collage and oil"
d63c9ca21485e13c33bf53b35a116027,the-art-of-comedy-is-timing,Ink and computer printout on tracing paper over found shopping list
6cdf42db70be33492bc549bc9f847b4a,camille-souter,Photograph
f0ac06c8aefc4f5bf879bb1ba8a3d896,a-crown-of-thorns-ii,Oil on linen canvas
5f75613e51113fe33f128eaf04393aa7,patria,Woodcut
01bf666194b8327f5a8cad1ee0cea95b,sculptogram,Mixed media
7ac6259334d44f1accde274c9113cfb3,the-settlement,Oil on canvas
750efde38e64786f1bc5e1c74fa75b3a,untitled-110,Stained paper
afaef2203e9d738ffd3f59910cc093ce,chuksoam-1-do-gong-series-18,Oil and acrylic on canvas
c9f2a85711490001d84ace9f241d5a3e,kill-god-campaign-dublin-ireland,Unique cibachrome
c9b8d397ea927de25ca167d87c0b3977,diario-popular-twelve-days-in-march-3,Mixed media on paper
420070c1f0ee013abe08e8907f6b421d,self-portrait-with-blue-red-and-green-7,Mixed media on paper
3a7c515a631f005445c04b69b2518f13,bogland-sligo,Oil on board
b38e7ae6010cd3de12971b3813f487fb,win-the-race-campaign-aalst-belgium,Unique cibachrome
de1f51649bf484f77fafc34f66488660,transcience,"Watercolour, gouache &amp; photographs on paper"
c0b75c14784824319c925af9c6e3ed7e,nude-on-a-brown-armchair,Oil on Canvas
241835bf05b8975c5342ba02ab6b1f3b,standing-figures,"Graphic, lithograph"
1be4769180538902bfa0adc63a84511d,sleep-of-ecstasy-from-the-snail-chronicles,Etching
6e8c002af4ec781d8135dc73b4645ed0,ya-no-tengo-a-quien-contarle-cuentos-de,Etching
d4cc9e0dcdc0262c998878ed95388ae9,inis-toirr-aran-dance,"Slides, sound"
f8968ef15c684e672d5b7d1679632452,the-troubles-an-artists-document-of-ulster-24,Archival cibachrome
fc98af08e0afba3e2cbf17aff2118cb0,framed-rain,Type on wove paper
729d92a6595e5136d9b4d0d3e7cd9bef,minnesota-road-atlas-viii,ink on printed paper
3ce20d88a42c8a8e136a584b05b443a0,between-the-eyes-t30,Pencil on double sided poster
f261a7c947790376d2818ecff8d240d3,the-original-of-species,Oil on canvas
48eab0e0bb05026dab2aff2cd7942aad,a-cross-between-painting-and-sculpture-no-84,Cast resin
9ba248236b1d374604a9cbcebcd397c2,untitled-from-winter-garden-series,"Pigment print on watercolour paper, coated with UV filtering varnish"
47616544efab40ed937423d8686c4bd4,space,Oil &amp; pigment on paper
6fdf6fece8213834addbebd8a62daf59,the-kite-and-shadow,Gouache and coloured chalks on paper
0be81c78511eef17684c6821189660cd,earth-shelters-ii,Crushed clay on brushed steel
75c82f7c83d59bddcf31d6cf6c237f48,orientation,"Canvas, steel, glass, thread, pigment"
b9fca757ba96ad2d1e60c6a76ec4a1e3,woman-in-a-butterfly-jersey,Oil on canvas
916ed368efd071847004531f38890caf,the-tain-bull-of-cuailnge,Lithograph
fdaf4cc090d42bf5b5d1f4136c244f60,increase-the-peace,Ink and computer printout on tracing paper over found paper
cfe0f417acfe80a0d5f0d0eb01d8d2c9,composition-with-red-panels-parts-1-2-3,Acrylic on canvas
f8395653cbd0775bafe4ca8a8084b769,good-friday-1998-aoine-an-cheasta-1998,Oil on canvas
4f3aa41efe51e61a34fa97c490d13ddc,study-for-box-that-opens-in-4-directions,Hand-applied black crepe tape on isometric graph paper
04be16a0b2e5f2ad2edc64b707bc46ab,the-portable-history-of-the-world,Pencil on paper and oil on canvas in wooden box
9755ce35eb8ab3887c08e308545750dd,lorraine,Black and white photograph
98483e20ad6434538d847c398d4990ba,resurrection-could-this-be-the-end-of-the-line,Photograph (Fuji Crystal)
a7d0743452eb76bab4de7722c340e494,soya-i,Colour etching
e5b357b7085075d2e39cbeb65ae3d217,funeral-of-dignam,India Ink Wash Drawings
869f2e7e34e6cb72e6e99807567db6bf,implement-no-7,Limestone and lead
a764847ccd30c303cba302e05a14ed74,white-building-black-knob,Gelatin silver print
fa387043ffcab624771559e0b1bcc6c0,la-forma-deforme,Lithograph
e3c16c5d5a1fc86d967ee1a36ed09936,dance-slap-for-africa,"Two-channel video (colour, sound)"
599adbbb2887d0072023b338ca6b6d91,crossing-center,Lithograph
9e49085ee60ef3f844c83cbebda78a09,ait-dubh-agus-ceann,Oil on board
c5c278fda4172b8bba8881519f83d5c9,soho,Acrylic on Canvas
0d12bb8556b5b07a315a5efd30d71ce4,melancholia-1,Watercolour on paper
6e7895fd25bd91519b31b40348a65936,belfast-room,Oil on board
86a366764e213b4c7f27fd2b1a0b90a1,the-bird-table,"Gouache, pen and watercolour on paper"
193ef2d96988eefb5ea23df84016b13d,crucifixion-study-ii,Oil on canvas
989009d2f90a98d2d49db9ea73f2e276,the-great-horse,Engraving
ece6b521dc2e0d9d2c15730932a7bd9c,image-of-seamus-heaney-2,"Watercolour, pastel and collage on paper"
cac7d38127c66d33e465ec9e4792fb54,studies-of-a-peach,Pencil and gouache on paper
89fa07b75fd8f03e2eda535372af6353,three-heads,India Ink Wash Drawings
78bc80b72a3cd3139120934b7fffde86,red-dublin,Oil on canvas
ef841fb2c4db6f555563c765b0e23cb8,the-troubles-an-artists-document-of-ulster-29,Archival cibachrome
c792f1ed9df5b03730478ebfabf11931,untitled-25,Carborundum print
40e7f5cddcd9fe2f53161aec830c4f24,the-family-2,Bronze
6e073187151924b165114e8251c4043e,dark-blue-white-still-life,Oil on canvas
c625ec9e04d21d064ee2d18fa8a52d18,sunday-morning-burnley-lancashire-england,Gelatin silver print
c1932db44d7374ecf94707d5abd2d812,hardware-store,Gelatin silver print
ce22a5d66cdd75b95eb5bbddf6b2a8b9,portrait-of-larissa,Lithograph
606e81d1a8d15f30aa3cabefef6d7963,room-s3,Acrylic on canvas
49bd5cb2565fa54efa29a8e4e8acebc7,double-portrait,Oil on canvas
50e27b1baf6560d00acc2b4992857f58,the-gate,Bronze
4e155fbfd72cc484f47c80c33a7d6ee1,monologue-seven,Oil on canvas
59b9e676f534435726985a2d3566c422,using-the-camera-as-a-club-2,Etched on zinc; printed in sepia ink on buff German etching paper
2125972c2246f3d62b12d2d33b2e3d80,the-big-man,Oil on canvas
89596345479219fe0f66432f1283008c,time-piece,"Black and whole framed photograph, video recording"
b31c6e0823cc762e9584e921d9a77563,sweeney,Lithograph
10e941e3092bb1086d2d5f34c876167f,bowl-round-body,Batiked iron oxide glaze on red earthenware
7f69d11c338f2372256ffaa95b9bb9c1,red-on-green,Colour etching
9365b198f871a78d3e53db5affdebcbc,preliminary-drawing-for-body-of-thought-no-i-bt-3,Pencil on paper
1faa821f818352bf4dc24bb944f93643,burnt-tree-and-house-at-n11,oil on MDF board
5be7f9d885ee377807944a779ecff3ee,dart-throwers,Etching
47c8f008b23b04ef2a2dba50308fde04,towards-a-unified-theory-of-everything,Oil and collage on canvas
65942b0fcd57fbd836b503f4261ef554,hardwicke-crescent,Selenium toned gelatin silver prints
2fd33a35c8a40882e25738a5b6641cd9,the-great-inagua,Oil on Canvas
c99950c2ef5b0bce79b37136a677df65,after-chardin,Etching
24431d80c25b10369a6897e886fd0c1f,a-wagina-of-smiles,Gouche on paper
a0c7f6fb37c29ff01cd04612f151c0eb,deposition,Oil on canvas
629d468e8e2989eecf547164679d761f,en-ese-arisco-pedregal,Lithograph
7eaca1b96d502be7b006f9000d25d2fe,lips-of-thomas-star-on-stomach,Framed black and white photograph with framed letter press text panel
8604d7a8fe2cfdbaa1ab5d0f5a39fb7b,folded-linen-and-bronze-cast,Folded Linen and Bronze Cast
089ac48697a23740024d05413f051570,untitled-131,Conte and wash on paper
017e11109e737087074c8ddb1710912d,glendowan-3,Conte and wash on paper
5f4c45b7952e36a70d1d471f8aeacbdf,barbara-novak-and-brian-odoherty-at-112-greene-street,Photograph
ef65580a07df6b955c0e9e6ddaf70606,confidence,Oil on canvas
2d28befe65926f2b1ee76905b66943a3,grey-robe,Aquatint
b92d300ee0b7e44d2dbfaf86d49b5938,untitled-98,Screenprint
7e3e8b4f2bdbdcdffd8dc2c7863cccb4,yagul-the-golden-bough-4,Book with screenprints
2f20899c884dd11e476c94d308a57e78,landscape-with-church,Oil on hardboard
03c992657e0f97f25859f936c5a754f6,wet-day,Oil on paper
65552e5a2d2b63f03de117e5cd061fd7,between-the-eyes-t4,Pencil on double sided poster
472cb2d9c1d57de6e4f8b9a91d165c9b,tam-tam-25-7-77,Acrylic on cotton duck
6d8c9685fe64ed613d1a51f2deeff3d3,the-tain-the-boy-cuchulainn,"Aubusson Tapestry, Atelier René Duché, 1998"
c699c362d39913617ff99f453999432b,the-plan,Colour etching
a798d3eae5deb27d79c4f1a43f390e3a,lunglove-41,Black marker on paper
c6a0793ff09a8bba4d7e17e0686d1a22,before-the-fourth,Etching
74bfb2b631aa26c8ec4f45300b13fdbd,aenigma,"Etching with screenprint, carbarondum and gold leaf, chine collé and marbling"
22462de516696de73354b0979618ba5e,maternity-sweep-ii,Ink on ledger paper
97fe299af123cbb8b6e57104cfd08efb,sketch-for-tanglewood-press,Mixed media print
607e8d3579e5ef5b9beb012860c31da1,whos-afraid-of-green-white-and-orange,Fuji crystal metallic print
0102920078f0c838d3b698bfa4b28ed3,the-last-thing-on-earth,"Carrara marble, split suede leather hide, clear acrylic Perspex, hand-lathed bronze bars, Chroma green photographic backdrop, photographic stands, tripods, bull clips, clamps, gloss C-type print, redhead halogen light, high impact packaging foam, wooden archeological find rulers, plastic archeological find rulers, archeological ranging poles, plastic archeological find numbers, mirrors, iPad, fibre-based photographic paper photograms, museum stanchions, yellow bungee cord, spotlight and DALI light sequence, text printed in Pantone 802U on 120gsm Uncoated UPM Fine paper"
997dcc658425db3deb77ccb9ca0d569a,portrait-of-paddy-collins,Oil on panel
8c34611bcc1b29d24d042d0ff8494e57,resurrection,Photograph (Fuji Crystal)
c06a8feea0bfa336cae407388438e393,desnudo,Etching
23a897489590b59899faa4d5f4a7f7b0,duffy-circus,Photography - Silver Gelatin print on fibre paper
81e1926f1f363bf17cb5ea3ff58f2b85,between-the-eyes-t26,Pencil and ink on tracing paper
73d79541be356ff3c7ef4cc452142703,considered-cruelties-iii,Charcoal on canvas
af87cfcdd37abc1c699940fb55dbe8ab,fourteen-points-of-entry-ii,Acrylic and oil on paper
2acf50edd929c1c34cf598691f0f42e0,fever-bush-from-the-snail-chronicles,Etching
686fb795cea943b3ae81049494e5df69,celtic-house,Oil paint on stonehenge paper
97aed21c52f35c8732c7e223fac45d11,cavities,Lead
8f18f57f76b1ca0d1747e25e89692cc8,what-is-left-to-remember,Ink on paper
02c995eb92b3c3f873c544c5029a919e,anabasis-a-work-in-twenty-four-parts,Oil on prepared books with inkjet on gampi tissue
004c60e5a70f68a57d04f200b9842b6d,patria-o-muerte-homeland-or-death,Etching
2f3bebce51c86d2190179f40bb3690a5,mould-for-the-bottom-set-of-false-teeth-on-a-glass-shelf-in-a-bunker-in-armagh-through-the-slit-three-british-helicopters-going-in,Pastel and pencil on paper
b2505840551c54db5c2f95ceeb8acada,blue,Oil on canvas
4e99888b66523e36629181a46e338c8b,after-piranesi-v,Sepia ink on used ledger paper
032ec41ce125ef9513be2d301b5631fb,monte-cassino-1944-monastery,Chromogenic print
a109a95b046963cf7deba44f0824b360,danish-blue,Etching and embossing with photographic print and copper wire
3d53339984b608701894a8d49d516fe6,the-silver-bridge,Eight-channel video
b3ce497886167c1ade8123806a42f807,proposal,Watercolour on paper
691ecede2d87fe1d80d8566f8817dc9d,portrait-of-gordon-lambert-commissioned-by-gordon-lambert,"Acrylic, mixed media and photomontage on paper"
fd46a9ea50c8948e11d7aadcbcc0d66e,untitled-multiple-mirror,Aluminium
a9984974519a76b848c8a103d296e0c8,hasta-la-precaucion-deja-huellas,Embossing
a8de3de1762155225f198cc04d17dadd,untitled-136,Oil on board
3867cf948be55b9fd5580c849e715a8d,between-the-eyes-t18,Pencil and ink on tracing paper
ca6baaf8024c63132f23d18114163e8e,the-troubles-an-artists-document-of-ulster-59,Archival cibachrome
ddb052bdabfeb30445712c6795b7b0b1,the-troubles-an-artists-document-of-ulster-76,Archival cibachrome
b2ec06f62d638b3881d936935c71fb2c,coming,Wall-mounted LCD monitor and computer with proprietary software
b342227a9e051d26a947838d1cad7d8a,sculpted-head-of-gordon-lambert,Bronze
9da915e69ab95eeab5e1f22c7d32ad3b,en-la-noche,Screenprint
dce5d37929e67d272aa6b5b36345989e,mary-you-forgot-your-present,Oil on canvas
7a58106d8a7198418786e9c97b6fa6f2,david,Black and white photographs
c0da595616d4b2facba8e5c1c9adb301,fish-still-life,Oil on board
0ac6f85b948ef0628cd2f6434ba2b99d,larios,Carborundum on Zerkall 350gsm
294e62da1b57a066534b035b809a6ba1,the-tain-mare-and-foals,"Aubusson Tapestry, Atelier René Duché, 2000"
ba672357872e20db456f31f522fa7ab7,self-portrait-with-blue-red-and-green-2,Mixed media on paper
ea02ae382dee8cd62a129e842f598431,man-asleep,Oil on canvas
f529de223c6f29b8ebf70041557d33b9,mythical-mare,Ceramic
ba1bb5dd1f0bba833aab0c0d148200f0,finger-box,"Cardboard box, with mixed media and printed paper labels"
81e2b841c465b9d335de992185bc56d8,line-writing,6 rows of red neon with Laotian script
3d664e526458dde9d4b565699c06a7cb,a-picnic,Wax-resin medium on canvas mounted on board
c9e9e9fbee1d3aa0c6a5dc27bdf14efa,fragmentos,Etching
93edf0cdf1c768fa1534999447995aff,and-if-because,Painted steel
1013237aa61c644ddd5a51f2ad876ec1,blue-and-white-figure,Oil on board
d3e54216e580a03df993927b978f3bc9,man-in-a-silver-suit,Oil on canvas
bb77ec885b8512f860d69d3d21367916,earth-shelters-ii-2,Carborundum
104ec6683c30b11bfc8114c179ff2a4c,drawing,Ink on paper
521ea4bbea8054255b2069d1a4b44dcb,st-johns-point-lighthouse-evening,Oil on canvas
962dc655c8a136ebf64f105d9d8a024b,these-aggregations,"Laminated mdf panels, pine wood battens"
efed076c22bb4b6988d0b970a1b9419a,using-the-camera-as-a-club-7,Etched on zinc; printed in sepia ink on buff German etching paper
f492c56e4589d4f92ed0b95ca4839670,the-triumph-of-b-l-s,Etching with aquatint
cc5bc005264a4026db5b7a7b8796fc20,yankee-flame,Collotype
56978d7f9083778437cf492ea9db86c5,cult-of-engagement,"Video, sculpture, textile banner"
1f05729105482bba26c14935e7bda638,noreen-with-polaroid,Oil on linen
ecc46589c22118087f191fbbff388fd8,the-troubles-an-artists-document-of-ulster-46,Archival cibachrome
3a3ae0093bf2bc09a265182bfc796dff,untitled-166,cyanotype print
b22a1555f8784f8569efcd75b375bafd,portrait-of-donegal-man-fragment,Oil and charcoal on canvas
44513e071c529a900875770c413473d1,untitled-20,"Pink fabric and aluminum, stainless steel, glass and wood vitrine"
84dc032c8c0b578c92a8a60997ad7f69,a-small-small-talk-book,"Pencil, watercolour, gouache. Hamilton Bond paper folded"
e1b397d894fd72b0e6ad299d57f55ac3,courtyard-tree-cardet-france,Mixed media on paper
417da6e178a3c0a7e737a4f694a3f96a,el-tren-de-troya,Etching
ca3d6de2fe19f2989a09aab902b8dc09,the-troubles-an-artists-document-of-ulster-71,Archival cibachrome
f268875704a0de96f8b6b9e023bbe900,the-troubles-an-artists-document-of-ulster-41,Archival cibachrome
